pco.dimax 3.6 ST
wavelength[nm] QE[%]
329	1,73
336	9,57
342	15,07
347	20,29
353	26,28
359	31,09
366	36,31
376	41,81
387	47,45
399	52,40
409	55,01
417	56,94
426	59,00
439	61,00
450	62,17
461	63,06
474	63,54
489	63,88
505	63,88
528	63,68
545	63,40
562	63,06
579	62,65
596	62,37
611	61,89
628	61,34
646	60,72
671	59,28
695	57,63
719	55,43
742	52,54
765	49,31
793	44,56
823	38,51
845	33,70
868	28,41
887	24,08
909	19,74
928	15,69
953	11,22
982	7,16
1016	3,86
1049	2,14
1076	1,04
1096	0,12
